lot,lat,axis,uf,value
-35531,-8707,Água Preta,PE,6436
-37123,-9111,Águas Belas,PE,2730
-36776,-8466,Alagoinha,PE,549
-35231,-7603,Aliança,PE,5738
-36059,-8.49,Altinho,PE,1200
-35453,-8383,Amaraji,PE,1098
-36286,-8.89,Angelim,PE,8755
-35091,-7.79,Araçoiaba,PE,4483
-40498,-7576,Araripina,PE,1916
-37054,-8419,Arcoverde,PE,5179
-35658,-8.42,Barra de Guabiraba,PE,2209
-35186,-8818,Barreiros,PE,4103
-35809,-8614,Belém de Maria,PE,5212
-38964,-8758,Belém de São Francisco,PE,8546
-36424,-8336,Belo Jardim,PE,5344
-38034,-8276,Betânia,PE,6497
-35797,-8233,Bezerros,PE,880
-39941,-7778,Bodocó,PE,1089
-36.68,-9.17,Bom Conselho,PE,9018
-35587,-7796,Bom Jardim,PE,5978
-35729,-8.47,Bonito,PE,4375
-36569,-9.03,Brejão,PE,2476
-37286,-7349,Brejinho,PE,8236
-36371,-8146,Brejo da Madre de Deus,PE,7417
-35327,-7726,Buenos Aires,PE,7065
-37156,-8623,Buíque,PE,7838
-35035,-8287,Cabo de Santo Agostinho,PE,530
-39307,-8512,Cabrobó,PE,4892
-36233,-8486,Cachoeirinha,PE,3882
-36623,-8773,Caetés,PE,7288
-36334,-8742,Calçado,PE,4722
-38.15,-7941,Calumbi,PE,6770
-34981,-8022,Camaragibe,PE,1201
-35762,-8359,Camocim de São Félix,PE,6057
-35274,-7407,Camutanga,PE,5499
-36191,-8882,Canhotinho,PE,5146
-36627,-8735,Capoeiras,PE,8685
-37794,-7805,Carnaíba,PE,8118
-38744,-8322,Carnaubeira da Penha,PE,1030
-35255,-7851,Carpina,PE,6697
-35976,-8283,Caruaru,PE,3558
-35721,-7741,Casinhas,PE,1345
-35717,-8667,Catende,PE,2182
-39239,-7722,Cedro,PE,8649
-35213,-8001,Chã de Alegria,PE,2838
-35462,-8238,Chã Grande,PE,8932
-35106,-7586,Condado,PE,7106
-36.33,-9129,Correntes,PE,2143
-35541,-8.47,Cortês,PE,7920
-35697,-8006,Cumaru,PE,5794
-35.95,-8617,Cupira,PE,8213
-37643,-8088,Custódia,PE,935
-40771,-8447,Dormentes,PE,696
-35224,-8359,Escada,PE,2991
-39724,-7512,Exu,PE,7592
-35389,-7951,Feira Nova,PE,7427
-32411,-3.84,Fernando de Noronha,PE,646
-35244,-7448,Ferreiros,PE,482
-37975,-7866,Flores,PE,9413
-38568,-8601,Floresta,PE,7372
-35912,-7.94,Frei Miguelinho,PE,3368
-35387,-8584,Gameleira,PE,8232
-36493,-8.89,Garanhuns,PE,5447
-35293,-8002,Glória do Goitá,PE,2627
-35003,-7561,Goiana,PE,5425
-39615,-7716,Granito,PE,4270
-35565,-8201,Gravatá,PE,2771
-36846,-9046,Iati,PE,5964
-37.69,-8541,Ibimirim,PE,7471
-36179,-8581,Ibirajuba,PE,5770
-34906,-7834,Igarassu,PE,9756
-37515,-7835,Iguaraci,PE,9768
-34826,-7748,Ilha de Itamaracá,PE,9505
-37827,-8903,Inajá,PE,5461
-37.46,-7676,Ingazeira,PE,7312
-35064,-8399,Ipojuca,PE,7678
-40149,-7652,Ipubi,PE,9940
-38704,-8834,Itacuruba,PE,4942
-37423,-8948,Itaíba,PE,8282
-35113,-7.41,Itambé,PE,3241
-37.19,-7378,Itapetim,PE,2295
-34892,-7776,Itapissuma,PE,3949
-35102,-7668,Itaquitinga,PE,6271
-35015,-8113,Jaboatão dos Guararapes,PE,2457
-35793,-8727,Jaqueira,PE,8012
-36496,-7.99,Jataúba,PE,1997
-38269,-9183,Jatobá,PE,432
-35588,-7856,João Alfredo,PE,6423
-35533,-8624,Joaquim Nabuco,PE,5139
-36489,-8706,Jucati,PE,7851
-36415,-8712,Jupi,PE,1906
-36136,-8718,Jurema,PE,8922
-35.32,-7845,Lagoa do Carro,PE,9066
-35.29,-7936,Lagoa do Itaenga,PE,3905
-36458,-9127,Lagoa do Ouro,PE,9464
-35.9,-8658,Lagoa dos Gatos,PE,3115
-40272,-8997,Lagoa Grande,PE,1191
-36.32,-8664,Lajedo,PE,8340
-35.45,-7875,Limoeiro,PE,4572
-35453,-7555,Macaparana,PE,4276
-35522,-7691,Machados,PE,4761
-37628,-8964,Manari,PE,7905
-35829,-8803,Maraial,PE,1336
-38728,-8119,Mirandiba,PE,8829
-39551,-7631,Moreilândia,PE,1025
-35092,-8119,Moreno,PE,401
-35228,-7742,Nazaré da Mata,PE,205
-34855,-8009,Olinda,PE,3419
-35602,-7745,Orobó,PE,9126
-39602,-8.62,Orocó,PE,6226
-40082,-7883,Ouricuri,PE,6186
-35592,-8683,Palmares,PE,3353
-36326,-9004,Palmeirina,PE,1173
-36006,-8664,Panelas,PE,8880
-36658,-8921,Paranatama,PE,7419
-39578,-8091,Parnamirim,PE,3562
-35581,-7995,Passira,PE,8579
-35.18,-7897,Paudalho,PE,1316
-34873,-7941,Paulista,PE,6525
-36941,-8497,Pedra,PE,9368
-36696,-8358,Pesqueira,PE,749
-38303,-9069,Petrolândia,PE,9424
-40508,-9393,Petrolina,PE,1049
-36705,-8186,Poção,PE,2058
-35396,-8141,Pombos,PE,3203
-35354,-8331,Primavera,PE,8755
-36012,-8828,Quipapá,PE,3586
-37848,-7.72,Quixaba,PE,4652
-34881,-8054,Recife,PE,3883
-35856,-8134,Riacho das Almas,PE,2525
-35378,-8514,Ribeirão,PE,5952
-35159,-8664,Rio Formoso,PE,5127
-35706,-8328,Sairé,PE,6994
-35633,-7936,Salgadinho,PE,9420
-39.12,-8067,Salgueiro,PE,3834
-36688,-8976,Saloá,PE,1822
-36566,-8361,Sanharó,PE,6969
-40336,-8.24,Santa Cruz,PE,4206
-38153,-7821,Santa Cruz da Baixa Verde,PE,1168
-36205,-7957,Santa Cruz do Capibaribe,PE,1436
-40616,-8163,Santa Filomena,PE,4004
-39825,-8809,Santa Maria da Boa Vista,PE,5515
-35902,-7.84,Santa Maria do Cambucá,PE,8102
-37.48,-7378,Santa Terezinha,PE,7431
-35952,-8808,São Benedito do Sul,PE,9515
-36444,-8523,São Bento do Una,PE,1262
-36143,-8326,São Caitano,PE,5858
-36367,-8876,São João,PE,5153
-35804,-8432,São Joaquim do Monte,PE,228
-35148,-8898,São José da Coroa Grande,PE,8516
-38.76,-7861,São José do Belmonte,PE,3439
-37274,-7479,São José do Egito,PE,6320
-35018,-8002,São Lourenço da Mata,PE,1926
-35491,-7591,São Vicente Ferrer,PE,5613
-38296,-7986,Serra Talhada,PE,3742
-39296,-7933,Serrita,PE,2615
-37264,-8074,Sertânia,PE,2188
-35116,-8591,Sirinhaém,PE,2210
-37652,-7.6,Solidão,PE,2946
-35748,-7815,Surubim,PE,318
-37539,-7591,Tabira,PE,3203
-36293,-8316,Tacaimbó,PE,7772
-38.15,-9106,Tacaratu,PE,3193
-35105,-8.76,Tamandaré,PE,5936
-36044,-7903,Taquaritinga do Norte,PE,7392
-36623,-9056,Terezinha,PE,9646
-39376,-8.23,Terra Nova,PE,9205
-35318,-7505,Timbaúba,PE,7043
-36051,-7999,Toritama,PE,5117
-35.24,-7805,Tracunhaém,PE,5864
-40268,-7762,Trindade,PE,49
-38102,-7838,Triunfo,PE,3494
-37.34,-8753,Tupanatinga,PE,7720
-37311,-7602,Tuparetama,PE,9961
-36874,-8575,Venturosa,PE,6234
-38972,-7926,Verdejante,PE,2711
-35.85,-7771,Vertente do Lério,PE,1434
-35988,-7903,Vertentes,PE,784
-35327,-7657,Vicência,PE,1515
-35291,-8118,Vitória de Santo Antão,PE,3421
-35627,-8802,Xexéu,PE,1363
-41082,-8215,Acauã,PI,2793
-42669,-5799,Agricolândia,PI,5289
-42638,-5.89,Água Branca,PI,7682
-40939,-7008,Alagoinha do Piauí,PI,9919
-40858,-7243,Alegrete do Piauí,PI,2782
-42.21,-5251,Alto Longá,PI,8135
-42461,-5039,Altos,PI,4331
-43777,-8424,Alvorada do Gurguéia,PI,8086
-42855,-6241,Amarante,PI,1293
-42739,-6086,Angical do Piauí,PI,9728
-43046,-9189,Anísio de Abreu,PI,8373
-44198,-7219,Antônio Almeida,PI,6701
-41793,-6119,Aroazes,PI,5219
-42532,-6655,Arraial,PI,6367
-41039,-5866,Assunção do Piauí,PI,6684
-43949,-10137,Avelino Lopes,PI,2648
-45214,-7.85,Baixa Grande do Ribeiro,PI,5627
-42114,-6517,Barra d'Alcântara,PI,6114
-42296,-4247,Barras,PI,1872
-45475,-9925,Barreiras do Piauí,PI,4082
-42513,-5818,Barro Duro,PI,9352
-42078,-4024,Batalha,PI,8591
-41868,-7989,Bela Vista do Piauí,PI,2331
-40972,-7376,Belém do Piauí,PI,4961
-42.36,-5455,Beneditinos,PI,5731
-43951,-7641,Bertolínia,PI,9857
-40796,-8148,Betânia do Piauí,PI,6213
-42086,-4411,Boa Hora,PI,6684
-41323,-6943,Bocaina,PI,3303
-44359,-9074,Bom Jesus,PI,60
-41645,-3191,Bom Princípio do Piauí,PI,5820
-42874,-9166,Bonfim do Piauí,PI,8327
-42074,-4487,Boqueirão do Piauí,PI,9140
-41782,-4131,Brasileira,PI,8782
-42826,-8214,Brejo do Piauí,PI,3905
-41867,-3175,Buriti dos Lopes,PI,1394
-41098,-5312,Buriti dos Montes,PI,738
-42309,-4476,Cabeceiras do Piauí,PI,3477
-42392,-6766,Cajazeiras do Piauí,PI,6923
-41336,-2928,Cajueiro da Praia,PI,6209
-40637,-7332,Caldeirão Grande do Piauí,PI,5766
-41882,-7.66,Campinas do Piauí,PI,3141
-41836,-8376,Campo Alegre do Fidalgo,PI,2450
-41036,-7132,Campo Grande do Piauí,PI,9252
-42629,-3812,Campo Largo do Piauí,PI,5713
-42169,-4828,Campo Maior,PI,3326
-43721,-7688,Canavieira,PI,3710
-42944,-8.11,Canto do Buriti,PI,1661
-41944,-4457,Capitão de Campos,PI,6555
-41.82,-8.49,Capitão Gervásio Oliveira,PI,1723
-43.33,-9279,Caracol,PI,8986
-41843,-3476,Caraúbas do Piauí,PI,6411
-40.99,-7733,Caridade do Piauí,PI,3548
-41553,-5322,Castelo do Piauí,PI,95
-41896,-3418,Caxingó,PI,2638
-41555,-3471,Cocal,PI,8288
-41972,-4559,Cocal de Telha,PI,3410
-41449,-3729,Cocal dos Alves,PI,2778
-42368,-5066,Coivaras,PI,5495
-43792,-8182,Colônia do Gurguéia,PI,8633
-42178,-7231,Colônia do Piauí,PI,94
-41597,-7878,Conceição do Canindé,PI,7960
-42513,-8816,Coronel José Dias,PI,5041
-45162,-10443,Corrente,PI,469
-45185,-10653,Cristalândia do Piauí,PI,6591
-44224,-8818,Cristino Castro,PI,1874
-44306,-10036,Curimatá,PI,5084
-44411,-9007,Currais,PI,5133
-40901,-7832,Curral Novo do Piauí,PI,7493
-42778,-5583,Curralinhos,PI,1154
-42676,-5358,Demerval Lobão,PI,4568
-42428,-9338,Dirceu Arcoverde,PI,8322
-41641,-6959,Dom Expedito Lopes,PI,5338
-41974,-9002,Dom Inocêncio,PI,2832
-41.27,-4254,Domingos Mourão,PI,471
-42.14,-6202,Elesbão Veloso,PI,5233
-43664,-8097,Eliseu Martins,PI,3503
-42234,-3902,Esperantina,PI,1595
-42791,-9484,Fartura do Piauí,PI,8739
-42927,-7791,Flores do Piauí,PI,9710
-41794,-7469,Floresta do Piauí,PI,8176
-43023,-6767,Floriano,PI,2080
-42262,-6396,Francinópolis,PI,8522
-42693,-6623,Francisco Ayres,PI,4013
-40788,-7331,Francisco Macedo,PI,1729
-41138,-6993,Francisco Santos,PI,8740
-40616,-7088,Fronteiras,PI,9559
-41361,-7158,Geminiano,PI,5824
-45344,-9832,Gilbués,PI,98
-43569,-6787,Guadalupe,PI,6371
-43687,-9398,Guaribas,PI,6248
-42556,-5989,Hugo Napoleão,PI,20
-41821,-2858,Ilha Grande,PI,6099
-41708,-6668,Inhuma,PI,8788
-41741,-6828,Ipiranga do Piauí,PI,5548
-41676,-7738,Isaías Coelho,PI,8542
-41478,-7447,Itainópolis,PI,8848
-43026,-7603,Itaueira,PI,1400
-41.21,-7935,Jacobina do Piauí,PI,9882
-41138,-7359,Jaicós,PI,4520
-42.63,-6099,Jardim do Mulato,PI,8465
-41818,-4771,Jatobá do Piauí,PI,3637
-43.51,-7088,Jerumenha,PI,4893
-42414,-8511,João Costa,PI,9799
-42198,-3508,Joaquim Pires,PI,8094
-42428,-3478,Joca Marques,PI,4458
-42576,-4756,José de Freitas,PI,4992
-41703,-5172,Juazeiro do Piauí,PI,4321
-44238,-10323,Júlio Borges,PI,2934
-43128,-9231,Jurema,PI,6170
-42625,-4516,Lagoa Alegre,PI,1781
-41601,-4392,Lagoa de São Francisco,PI,3718
-41528,-8475,Lagoa do Barro do Piauí,PI,544
-42643,-5415,Lagoa do Piauí,PI,8006
-41584,-6513,Lagoa do Sítio,PI,1479
-42623,-5831,Lagoinha do Piauí,PI,5026
-43.93,-7266,Landri Sales,PI,1095
-41667,-2879,Luís Correia,PI,6615
-42.37,-3458,Luzilândia,PI,3105
-42504,-3483,Madeiro,PI,9492
-43872,-8013,Manoel Emídio,PI,8259
-40661,-7443,Marcolândia,PI,1245
-43894,-7121,Marcos Parente,PI,9622
-41126,-7463,Massapê do Piauí,PI,3202
-42556,-3716,Matias Olímpio,PI,5958
-42895,-4166,Miguel Alves,PI,9016
-42739,-5681,Miguel Leão,PI,7415
-41422,-4684,Milton Brandão,PI,5382
-42608,-5564,Monsenhor Gil,PI,8687
-41.03,-6996,Monsenhor Hipólito,PI,9301
-45304,-9754,Monte Alegre do Piauí,PI,6156
-43901,-9725,Morro Cabeça no Tempo,PI,2851
-42312,-3743,Morro do Chapéu do Piauí,PI,8205
-42094,-3319,Murici dos Portelas,PI,4323
-42672,-6973,Nazaré do Piauí,PI,7453
-42173,-4631,Nossa Senhora de Nazaré,PI,5451
-42621,-3979,Nossa Senhora dos Remédios,PI,8742
-42052,-8087,Nova Santa Rita,PI,7043
-41939,-6449,Novo Oriente do Piauí,PI,9249
-41933,-5288,Novo Santo Antônio,PI,1860
-42131,-7025,Oeiras,PI,9532
-42575,-5841,Olho d'Água do Piauí,PI,9746
-40904,-7355,Padre Marcos,PI,1950
-42256,-7778,Paes Landim,PI,8596
-42822,-7856,Pajeú do Piauí,PI,1999
-44236,-8727,Palmeira do Piauí,PI,56
-43063,-5978,Palmeirais,PI,8280
-41704,-7104,Paquetá,PI,4418
-44639,-10227,Parnaguá,PI,9314
-41777,-2905,Parnaíba,PI,9979
-42.44,-5858,Passagem Franca do Piauí,PI,9660
-41244,-7668,Patos do Piauí,PI,7416
-41.15,-8144,Paulistana,PI,312
-43223,-7966,Pavussu,PI,8284
-41459,-4425,Pedro II,PI,4598
-42285,-8068,Pedro Laurentino,PI,7933
-41467,-7077,Picos,PI,2244
-41419,-6245,Pimenteiras,PI,9602
-40579,-6838,Pio IX,PI,9917
-41709,-3928,Piracuruca,PI,7193
-41777,-4273,Piripiri,PI,9037
-42.71,-3893,Porto,PI,9204
-44182,-6967,Porto Alegre do Piauí,PI,3809
-42207,-5667,Prata do Piauí,PI,348
-41419,-8579,Queimada Nova,PI,4774
-44586,-9487,Redenção do Gurguéia,PI,3673
-42688,-6238,Regeneração,PI,3499
-44953,-10125,Riacho Frio,PI,3551
-42713,-7691,Ribeira do Piauí,PI,713
-45242,-7558,Ribeiro Gonçalves,PI,6288
-43142,-7775,Rio Grande do Piauí,PI,4531
-41768,-7185,Santa Cruz do Piauí,PI,8575
-41959,-5.8,Santa Cruz dos Milagres,PI,917
-45922,-9112,Santa Filomena,PI,663
-44129,-8954,Santa Luz,PI,7717
-42288,-6799,Santa Rosa do Piauí,PI,9512
-41519,-6948,Santana do Piauí,PI,9426
-41234,-6981,Santo Antônio de Lisboa,PI,1531
-42.71,-6047,Santo Antônio dos Milagres,PI,2314
-41911,-7.43,Santo Inácio do Piauí,PI,4615
-43004,-8962,São Braz do Piauí,PI,2235
-42114,-5933,São Félix do Piauí,PI,7601
-41686,-8238,São Francisco de Assis do Piauí,PI,1819
-42543,-7251,São Francisco do Piauí,PI,9753
-45303,-10.03,São Gonçalo do Gurguéia,PI,8185
-42703,-5993,São Gonçalo do Piauí,PI,4322
-41343,-6817,São João da Canabrava,PI,3742
-41258,-3956,São João da Fronteira,PI,2268
-41899,-5514,São João da Serra,PI,1412
-41.89,-6942,São João da Varjota,PI,8762
-42446,-3819,São João do Arraial,PI,5889
-42247,-8358,São João do Piauí,PI,4173
-41833,-3811,São José do Divino,PI,4007
-42564,-7494,São José do Peixe,PI,4829
-41475,-6872,São José do Piauí,PI,8199
-40826,-7085,São Julião,PI,8341
-42545,-9169,São Lourenço do Piauí,PI,598
-41324,-6825,São Luis do Piauí,PI,5350
-42186,-5864,São Miguel da Baixa Grande,PI,371
-42.37,-7586,São Miguel do Fidalgo,PI,746
-41323,-5504,São Miguel do Tapuio,PI,1223
-42719,-5929,São Pedro do Piauí,PI,6714
-42699,-9015,São Raimundo Nonato,PI,4905
-44834,-10817,Sebastião Barros,PI,9512
-44064,-7566,Sebastião Leal,PI,999
-41732,-4918,Sigefredo Pacheco,PI,878
-40818,-7599,Simões,PI,4495
-41.91,-7854,Simplício Mendes,PI,5615
-42491,-7866,Socorro do Piauí,PI,6301
-41384,-7043,Sussuapara,PI,4329
-42914,-8.4,Tamboril do Piauí,PI,7184
-42282,-6.6,Tanque do Piauí,PI,351
-42802,-5089,Teresina,PI,7792
-42864,-4586,União,PI,9115
-44556,-7229,Uruçuí,PI,2535
-41746,-6408,Valença do Piauí,PI,5242
-42964,-9239,Várzea Branca,PI,7238
-42246,-6545,Várzea Grande,PI,1575
-41483,-7603,Vera Mendes,PI,6884
-40.94,-7136,Vila Nova do Piauí,PI,8274
-41.91,-7233,Wall Ferraz,PI,8327
-50313,-23304,Abatiá,PR,3184
-48991,-24657,Adrianópolis,PR,1905
-49335,-25993,Agudos do Sul,PR,9972
-49.31,-25325,Almirante Tamandaré,PR,888
-52713,-24798,Altamira do Paraná,PR,6635
-52319,-23129,Alto Paraná,PR,3076
-53441,-24028,Alto Piquiri,PR,4866
-53902,-23874,Altônia,PR,6013
-51231,-22.78,Alvorada do Sul,PR,9315
-52788,-23096,Amaporã,PR,3733
-53473,-25915,Ampére,PR,5977
-53084,-24717,Anahy,PR,2681
-50229,-23051,Andirá,PR,4478
-51915,-23195,Ângulo,PR,4023
-48712,-25429,Antonina,PR,7458
-50197,-25986,Antônio Olinto,PR,487
-51461,-23551,Apucarana,PR,4778
-51424,-23419,Arapongas,PR,8921
-49827,-24158,Arapoti,PR,3180
-51787,-24316,Arapuã,PR,1273
-52496,-23932,Araruna,PR,2166
-49.41,-25593,Araucária,PR,3047
-51585,-24386,Ariranha do Ivaí,PR,1065
-50841,-23373,Assaí,PR,2034
-53521,-24.42,Assis Chateaubriand,PR,3984
-51666,-23233,Astorga,PR,8884
-52054,-23151,Atalaia,PR,292
-49636,-25584,Balsa Nova,PR,2959
-50368,-23.11,Bandeirantes,PR,8023
-52012,-24.03,Barbosa Ferraz,PR,8974
-50181,-23115,Barra do Jacaré,PR,9764
-53633,-26254,Barracão,PR,2027
-53665,-25881,Bela Vista da Caroba,PR,456
-51191,-22997,Bela Vista do Paraíso,PR,8715
-51553,-26161,Bituruna,PR,7736
-52789,-24242,Boa Esperança,PR,5772
-53212,-25636,Boa Esperança do Iguaçu,PR,5401
-51628,-24869,Boa Ventura de São Roque,PR,3688
-53408,-25436,Boa Vista da Aparecida,PR,8304
-49115,-25206,Bocaiúva do Sul,PR,1185
-53597,-26193,Bom Jesus do Sul,PR,715
-51764,-23.71,Bom Sucesso,PR,3127
-52834,-26076,Bom Sucesso do Sul,PR,6235
-51588,-23941,Borrazópolis,PR,1729
-53122,-24816,Braganey,PR,7043
-53525,-24197,Brasilândia do Sul,PR,7046
-51716,-22793,Cafeara,PR,8034
-53.32,-24618,Cafelândia,PR,6639
-53513,-23902,Cafezal do Sul,PR,7088
-51355,-23.65,Califórnia,PR,2765
-50074,-23046,Cambará,PR,2553
-51278,-23276,Cambé,PR,5738
-51578,-23583,Cambira,PR,8900
-52799,-24592,Campina da Lagoa,PR,9774
-51827,-25079,Campina do Simão,PR,1673
-49055,-25306,Campina Grande do Sul,PR,5867
-52993,-25031,Campo Bonito,PR,6825
-49683,-25978,Campo do Tenente,PR,9029
-49528,-25459,Campo Largo,PR,6416
-49451,-25369,Campo Magro,PR,9403
-52383,-24046,Campo Mourão,PR,8033
-51333,-24567,Cândido de Abreu,PR,9898
-52126,-25663,Candói,PR,2330
-52126,-25374,Cantagalo,PR,9070
-53809,-25672,Capanema,PR,5432
-53614,-25479,Capitão Leônidas Marques,PR,2
-50097,-24918,Carambeí,PR,8962
-49721,-23425,Carlópolis,PR,2069
-53455,-24956,Cascavel,PR,1584
-50012,-24791,Castro,PR,969
-53157,-25203,Catanduvas,PR,3064
-51595,-22821,Centenário do Sul,PR,7119
-49261,-24824,Cerro Azul,PR,2242
-53849,-25147,Céu Azul,PR,767
-52523,-25856,Chopinzinho,PR,6808
-52605,-23663,Cianorte,PR,6256
-52945,-23.38,Cidade Gaúcha,PR,9559
-52471,-26396,Clevelândia,PR,3006
-49224,-25292,Colombo,PR,9366
-51973,-22838,Colorado,PR,9583
-50554,-23551,Congonhinhas,PR,6701
-50169,-23.63,Conselheiro Mairinck,PR,1791
-49535,-25676,Contenda,PR,8753
-53307,-24799,Corbélia,PR,5261
-50647,-23181,Cornélio Procópio,PR,4888
-52032,-26228,Coronel Domingos Soares,PR,5058
-52568,-25.98,Coronel Vivida,PR,1926
-52.12,-24101,Corumbataí do Sul,PR,7108
-51347,-26017,Cruz Machado,PR,7198
-53128,-25616,Cruzeiro do Iguaçu,PR,7799
-53073,-23785,Cruzeiro do Oeste,PR,9464
-52161,-22962,Cruzeiro do Sul,PR,5283
-51459,-24013,Cruzmaltina,PR,973
-49273,-25428,Curitiba,PR,6306
-50458,-24033,Curiúva,PR,3518
-54103,-24943,Diamante d'Oeste,PR,7984
-52.86,-22656,Diamante do Norte,PR,1490
-52.68,-25043,Diamante do Sul,PR,4643
-53057,-25734,Dois Vizinhos,PR,4032
-53292,-23381,Douradina,PR,8669
-52218,-23556,Doutor Camargo,PR,8212
-49.42,-24568,Doutor Ulysses,PR,8694
-53164,-25942,Enéas Marques,PR,893
-52269,-23797,Engenheiro Beltrão,PR,7273
-54234,-24704,Entre Rios do Oeste,PR,3687
-53811,-23724,Esperança Nova,PR,4894
-52836,-25424,Espigão Alto do Iguaçu,PR,5830
-52623,-24.1,Farol,PR,2774
-51.32,-24001,Faxinal,PR,9438
-49308,-25658,Fazenda Rio Grande,PR,1935
-51979,-23916,Fênix,PR,3337
-50548,-25413,Fernandes Pinheiro,PR,3386
-50403,-23849,Figueira,PR,9802
-53304,-26.26,Flor da Serra do Sul,PR,9711
-52304,-23317,Floraí,PR,1860
-52081,-23599,Floresta,PR,1794
-51387,-22863,Florestópolis,PR,9382
-51954,-23087,Flórida,PR,232
-53313,-24293,Formosa do Oeste,PR,266
-54588,-25548,Foz do Iguaçu,PR,7571
-52103,-25642,Foz do Jordão,PR,1314
-53848,-24066,Francisco Alves,PR,6696
-53055,-26081,Francisco Beltrão,PR,6072
-51316,-26428,General Carneiro,PR,5967
-51924,-24177,Godoy Moreira,PR,4191
-53028,-24185,Goioerê,PR,2288
-51993,-25195,Goioxim,PR,3409
-51506,-24146,Grandes Rios,PR,1312
-54256,-24.08,Guaíra,PR,1830
-52686,-22934,Guairaçá,PR,3676
-50805,-25191,Guamiranga,PR,5797
-50.04,-23516,Guapirama,PR,6361
-52779,-23343,Guaporema,PR,4420
-51.65,-22973,Guaraci,PR,2326
-52878,-25101,Guaraniaçu,PR,3183
-51458,-25395,Guarapuava,PR,2225
-48329,-25307,Guaraqueçaba,PR,4531
-48575,-25883,Guaratuba,PR,2929
-52387,-26141,Honório Serpa,PR,5674
-50188,-23849,Ibaiti,PR,4987
-53012,-25106,Ibema,PR,8439
-51048,-23269,Ibiporã,PR,63
-53614,-23396,Icaraíma,PR,385
-51828,-23197,Iguaraçu,PR,2295
-53135,-24644,Iguatu,PR,2208
-50761,-24445,Imbaú,PR,5125
-50604,-25.23,Imbituva,PR,2649
-51079,-25571,Inácio Martins,PR,5498
-52198,-22749,Inajá,PR,1474
-52696,-23476,Indianópolis,PR,1880
-50584,-25024,Ipiranga,PR,1945
-53704,-24003,Iporã,PR,9215
-53355,-24428,Iracema do Oeste,PR,4426
-50651,-25467,Irati,PR,7024
-52106,-24424,Iretama,PR,8143
-51966,-22618,Itaguajé,PR,7192
-54302,-25137,Itaipulândia,PR,5269
-50406,-23018,Itambaracá,PR,6074
-51.99,-23661,Itambé,PR,7369
-52816,-25965,Itapejara d'Oeste,PR,6248
-49348,-25.22,Itaperuçu,PR,2684
-52887,-22731,Itaúna do Sul,PR,3498
-50859,-25011,Ivaí,PR,6025
-51685,-24248,Ivaiporã,PR,5746
-53369,-23409,Ivaté,PR,7339
-52221,-23619,Ivatuba,PR,5986
-50076,-23743,Jaboti,PR,3621
-49969,-23161,Jacarezinho,PR,1366
-51532,-23113,Jaguapitã,PR,6930
-49706,-24251,Jaguariaíva,PR,3335
-51643,-23603,Jandaia do Sul,PR,4516
-52782,-24142,Janiópolis,PR,1986
-50139,-23813,Japira,PR,2761
-52553,-23.47,Japurá,PR,8840
-51692,-24179,Jardim Alegre,PR,4263
-52061,-22549,Jardim Olinda,PR,7278
-50.98,-23254,Jataizinho,PR,5860
-53388,-24385,Jesuítas,PR,6496
-49905,-23499,Joaquim Távora,PR,8255
-50248,-23437,Jundiaí do Sul,PR,6072
-52843,-24.42,Juranda,PR,9912
-52469,-23621,Jussara,PR,7887
-51668,-23817,Kaloré,PR,1475
-49716,-25.77,Lapa,PR,7953
-52469,-24887,Laranjal,PR,1243
-52416,-25408,Laranjeiras do Sul,PR,6085
-50751,-23.08,Leópolis,PR,229
-51653,-24109,Lidianópolis,PR,8116
-53576,-25.26,Lindoeste,PR,9291
-53137,-22923,Loanda,PR,1497
-51951,-23008,Lobato,PR,8444
-51163,-23.31,Londrina,PR,7039
-52276,-24286,Luiziana,PR,6438
-51738,-24079,Lunardelli,PR,1770
-51657,-22755,Lupionópolis,PR,1173
-50821,-25878,Mallet,PR,1412
-52.53,-24319,Mamborê,PR,3299
-52095,-23347,Mandaguaçu,PR,5522
-51671,-23548,Mandaguari,PR,2261
-49326,-25779,Mandirituba,PR,6264
-53311,-26144,Manfrinópolis,PR,265
-52176,-25941,Mangueirinha,PR,2834
-51668,-24516,Manoel Ribas,PR,6912
-54057,-24556,Marechal Cândido Rondon,PR,8888
-53205,-23616,Maria Helena,PR,8480
-51792,-23485,Marialva,PR,6349
-51308,-23745,Marilândia do Sul,PR,1971
-53.04,-22736,Marilena,PR,9517
-53146,-24002,Mariluz,PR,2841
-51939,-23425,Maringá,PR,5478
-52559,-26355,Mariópolis,PR,5581
-53.83,-24418,Maripá,PR,5715
-53026,-26149,Marmeleiro,PR,1609
-52254,-25113,Marquinho,PR,8318
-51639,-23706,Marumbi,PR,1222
-53996,-25241,Matelândia,PR,5073
-48543,-25818,Matinhos,PR,2833
-52146,-24705,Mato Rico,PR,6643
-51229,-23901,Mauá da Serra,PR,5410
-54094,-25295,Medianeira,PR,3344
-54162,-24454,Mercedes,PR,8867
-52776,-23258,Mirador,PR,9717
-51455,-22966,Miraselva,PR,9492
-54248,-25092,Missal,PR,9007
-53007,-24062,Moreira Sales,PR,7616
-48834,-25477,Morretes,PR,3212
-51774,-23148,Munhoz de Melo,PR,4360
-51794,-22914,Nossa Senhora das Graças,PR,4111
-52602,-23177,Nova Aliança do Ivaí,PR,961
-50718,-23331,Nova América da Colina,PR,3180
