0,1,output,uf,name
-41.7766666666667,-2.90472222222222,9979,PI,Parnaíba
-42.4397222222222,-5.85833333333333,9660,PI,Passagem Franca do Piauí
-41.2436111111111,-7.6675,7416,PI,Patos do Piauí
-4.31638888888889,-8.14361111111111,312,PI,Paulistana
-43.2225,-7.96583333333333,8284,PI,Pavussu
-41.4586111111111,-4.42472222222222,4598,PI,Pedro II
-4.37111111111111,-1.34611111111111,7933,PI,Pedro Laurentino
-4.2225,-7.07694444444444,2244,PI,Picos
-4.21638888888889,-6.24527777777778,9602,PI,Pimenteiras
-40.5791666666667,-6.8375,9917,PI,Pio IX
-41.7091666666667,-3.92805555555556,7193,PI,Piracuruca
-41.7769444444444,-4.27333333333333,9037,PI,Piripiri
-42.71,-3.89333333333333,9204,PI,Porto
-44.1816666666667,-1.10611111111111,3809,PI,Porto Alegre do Piauí
-42.2066666666667,-0.900555555555556,348,PI,Prata do Piauí
-41.4194444444444,-8.57944444444444,4774,PI,Queimada Nova
-44.5863888888889,-9.48666666666667,3673,PI,Redenção do Gurguéia
-42.6883333333333,-6.23777777777778,3499,PI,Regeneração
-4.77194444444444,-10.1252777777778,3551,PI,Riacho Frio
-42.7127777777778,-7.69055555555556,713,PI,Ribeira do Piauí
-45.2422222222222,-7.55833333333333,6288,PI,Ribeiro Gonçalves
-4.64222222222222,-7.77527777777778,4531,PI,Rio Grande do Piauí
-4.25083333333333,-1.18805555555556,8575,PI,Santa Cruz do Piauí
-41.9594444444444,-0.9225,917,PI,Santa Cruz dos Milagres
-45.9222222222222,-9.11222222222222,663,PI,Santa Filomena
-4.79611111111111,-8.95388888888889,7717,PI,Santa Luz
-42.2880555555556,-6.79916666666667,9512,PI,Santa Rosa do Piauí
-4.22138888888889,-6.94777777777778,9426,PI,Santana do Piauí
-4.19527777777778,-6.98138888888889,1531,PI,Santo Antônio de Lisboa
-42.7097222222222,-6.04694444444444,2314,PI,Santo Antônio dos Milagres
-41.9108333333333,-7.42972222222222,4615,PI,Santo Inácio do Piauí
-4.51027777777778,-9.22194444444444,2235,PI,São Braz do Piauí
-4.44722222222222,-5.9325,7601,PI,São Félix do Piauí
-41.6861111111111,-8.23777777777778,1819,PI,São Francisco de Assis do Piauí
-42.5433333333333,-1.19861111111111,9753,PI,São Francisco do Piauí
-45.3027777777778,-10.0302777777778,8185,PI,São Gonçalo do Gurguéia
-42.7027777777778,-5.99333333333333,4322,PI,São Gonçalo do Piauí
-41.3430555555556,-6.81666666666667,3742,PI,São João da Canabrava
-41.2575,-3.95555555555556,2268,PI,São João da Fronteira
-41.8991666666667,-5.51416666666667,1412,PI,São João da Serra
-41.8644444444444,-6.41305555555556,8762,PI,São João da Varjota
-42.4461111111111,-0.593888888888889,5889,PI,São João do Arraial
-42.2466666666667,-8.35805555555556,4173,PI,São João do Piauí
-41.8327777777778,-3.81138888888889,4007,PI,São José do Divino
-42.5636111111111,-7.49361111111111,4829,PI,São José do Peixe
-41.4752777777778,-6.87166666666667,8199,PI,São José do Piauí
-40.8255555555556,-7.08472222222222,8341,PI,São Julião
-42.5447222222222,-9.16916666666667,598,PI,São Lourenço do Piauí
-41.3238888888889,-6825,5350,PI,São Luis do Piauí
-42.1861111111111,-5.86444444444444,371,PI,São Miguel da Baixa Grande
-42.37,-7.58611111111111,746,PI,São Miguel do Fidalgo
-41.3233333333333,-5.50361111111111,1223,PI,São Miguel do Tapuio
-4.41027777777778,-5.92944444444444,6714,PI,São Pedro do Piauí
-42.6994444444444,-9.01527777777778,4905,PI,São Raimundo Nonato
-4.75055555555556,-10.8172222222222,9512,PI,Sebastião Barros
-4.73055555555556,-7.56555555555556,999,PI,Sebastião Leal
-4.24444444444444,-4.91388888888889,878,PI,Sigefredo Pacheco
-4.09277777777778,-7.59888888888889,4495,PI,Simões
-41.9102777777778,-7.85388888888889,5615,PI,Simplício Mendes
-42.4913888888889,-7.86555555555556,6301,PI,Socorro do Piauí
-4.20888888888889,-7.04333333333333,4329,PI,Sussuapara
-42.9136111111111,-8.4,7184,PI,Tamboril do Piauí
-42.2822222222222,-6.6,351,PI,Tanque do Piauí
-4.42416666666667,-5.08916666666667,7792,PI,Teresina
-42.8641666666667,-4.58583333333333,9115,PI,União
-44.5561111111111,-7.22944444444444,2535,PI,Uruçuí
-41.7455555555556,-6.4075,5242,PI,Valença do Piauí
-42.9638888888889,-9.23888888888889,7238,PI,Várzea Branca
-42.2463888888889,-6.54472222222222,1575,PI,Várzea Grande
-41.4827777777778,-7.60333333333333,6884,PI,Vera Mendes
-40.94,-7.13555555555556,8274,PI,Vila Nova do Piauí
-41.91,-7.23277777777778,8327,PI,Wall Ferraz
-50.3125,-23.3036111111111,3184,PR,Abatiá
-48.9911111111111,-24.6572222222222,1905,PR,Adrianópolis
-5.53527777777778,-25.9925,9972,PR,Agudos do Sul
-49.31,-25.3247222222222,888,PR,Almirante Tamandaré
-52.7130555555556,-24.7975,6635,PR,Altamira do Paraná
-5.59611111111111,-23.8744444444444,3076,PR,Altãnia
-5.37722222222222,-23.1288888888889,4866,PR,Alto Paraná
-53.4405555555556,-24.0280555555556,6013,PR,Alto Piquiri
-51.2311111111111,-22.7802777777778,9315,PR,Alvorada do Sul
-52.7875,-23.0958333333333,3733,PR,Amaporã
-53.4727777777778,-25915,5977,PR,Ampére
-0.898055555555555,-24.7169444444444,2681,PR,Anahy
-50.2288888888889,-23.0505555555556,4478,PR,Andirá
-51.9152777777778,-23.1947222222222,4023,PR,Ângulo
-48.7119444444444,-25.4286111111111,7458,PR,Antonina
-50.1972222222222,-25.9861111111111,487,PR,Antônio Olinto
-51.4608333333333,-23.5508333333333,4778,PR,Apucarana
-51.4244444444444,-23.4194444444444,8921,PR,Arapongas
-49.8266666666667,-24.1577777777778,3180,PR,Arapoti
-51.7869444444444,-24.3161111111111,1273,PR,Arapuã
-52.4963888888889,-23.9316666666667,2166,PR,Araruna
-49.4102777777778,-25.5930555555556,3047,PR,Araucária
-5.2325,-24.3863888888889,1065,PR,Ariranha do Ivaí
-50.8413888888889,-23.3733333333333,2034,PR,Assaí
-53.5213888888889,-24.42,3984,PR,Assis Chateaubriand
-51.6655555555556,-23.2325,8884,PR,Astorga
-5.38777777777778,-23.1511111111111,292,PR,Atalaia
-5.57444444444444,-25.5838888888889,2959,PR,Balsa Nova
-5.03972222222222,-23.11,8023,PR,Bandeirantes
-5345,-24.03,8974,PR,Barbosa Ferraz
-50.1813888888889,-23115,9764,PR,Barra do Jacaré
-5.57222222222222,-26.2541666666667,2027,PR,Barracão
-53.6647222222222,-25.8811111111111,456,PR,Bela Vista da Caroba
-51.1905555555556,-22.9966666666667,8715,PR,Bela Vista do Paraíso
-5.2275,-26.1613888888889,7736,PR,Bituruna
-52.7886111111111,-24.2422222222222,5772,PR,Boa Esperança
-53.2122222222222,-25.6358333333333,5401,PR,Boa Esperança do Iguaçu
-51.6275,-24.8688888888889,3688,PR,Boa Ventura de São Roque
-53.4080555555556,-25.4355555555556,8304,PR,Boa Vista da Aparecida
-5615,-25.2061111111111,1185,PR,Bocaiúva do Sul
-53.5969444444444,-26.1927777777778,715,PR,Bom Jesus do Sul
-51.7644444444444,-23.7097222222222,3127,PR,Bom Sucesso
-5.4175,-26.0758333333333,6235,PR,Bom Sucesso do Sul
-51.5875,-23.9411111111111,1729,PR,Borrazópolis
-5.62166666666667,-24.8163888888889,7043,PR,Braganey
-53.5247222222222,-24.1969444444444,7046,PR,Brasilândia do Sul
-51.7161111111111,-22.7925,8034,PR,Cafeara
-53.32,-24.6177777777778,6639,PR,Cafelândia
-53.5125,-2.59666666666667,7088,PR,Cafezal do Sul
-51355,-23.65,2765,PR,Califórnia
-5.07361111111111,-23.0463888888889,2553,PR,Cambará
-51.2783333333333,-23.2758333333333,5738,PR,Cambé
-51.5783333333333,-23.5827777777778,8900,PR,Cambira
-52.7988888888889,-24.5916666666667,9774,PR,Campina da Lagoa
-51.8269444444444,-25.0794444444444,1673,PR,Campina do Simão
-5.55527777777778,-25.3055555555556,5867,PR,Campina Grande do Sul
-52.9925,-25.0311111111111,6825,PR,Campo Bonito
-49.6827777777778,-25.9780555555556,9029,PR,Campo do Tenente
-49.5283333333333,-25.4586111111111,6416,PR,Campo Largo
-5.55416666666667,-25.3686111111111,9403,PR,Campo Magro
-52.3830555555556,-24.0455555555556,8033,PR,Campo Mourão
-5.2,-24.5669444444444,9898,PR,Cândido de Abreu
-5.38916666666667,-25.5722222222222,2330,PR,Candói
-5.45972222222222,-25.3744444444444,9070,PR,Cantagalo
-53.8088888888889,-25.6719444444444,5432,PR,Capanema
-53.6141666666667,-25.4791666666667,2,PR,Capitão Leônidas Marques
-5.09722222222222,-24.9177777777778,8962,PR,Carambeí
-49.7208333333333,-23425,2069,PR,Carlópolis
-53.4552777777778,-24.9558333333333,1584,PR,Cascavel
-5.01194444444444,-24.7911111111111,969,PR,Castro
-5.65666666666667,-25.2030555555556,3064,PR,Catanduvas
-51.5952777777778,-22.8211111111111,7119,PR,Centenário do Sul
-49.2611111111111,-24.8236111111111,2242,PR,Cerro Azul
-53.8486111111111,-25.1466666666667,767,PR,Céu Azul
-52.5233333333333,-25.8558333333333,6808,PR,Chopinzinho
-52605,-23.6633333333333,6256,PR,Cianorte
-52.9447222222222,-23.3802777777778,9559,PR,Cidade Gaúcha
-52.4708333333333,-26.3958333333333,3006,PR,Clevelândia
-49.2241666666667,-25.2916666666667,9366,PR,Colombo
-51.9730555555556,-22.8375,9583,PR,Colorado
-50.5536111111111,-23.5511111111111,6701,PR,Congonhinhas
-5.01861111111111,-23.6297222222222,1791,PR,Conselheiro Mairinck
-5.55694444444444,-25.6755555555556,8753,PR,Contenda
-53.3066666666667,-24.7988888888889,5261,PR,Corbélia
-50.6466666666667,-23.1811111111111,4888,PR,Cornélio Procópio
-5.36527777777778,-26.2277777777778,5058,PR,Coronel Domingos Soares
-5.39555555555556,-25.9797222222222,1926,PR,Coronel Vivida
-5.45305555555556,-24.1011111111111,7108,PR,Corumbataí do Sul
-51.3466666666667,-26.0175,7198,PR,Cruz Machado
-5.62777777777778,-25.6155555555556,7799,PR,Cruzeiro do Iguaçu
-5.57333333333333,-23785,9464,PR,Cruzeiro do Oeste
-5.49388888888889,-22.9619444444444,5283,PR,Cruzeiro do Sul
-51.4591666666667,-24.0133333333333,973,PR,Cruzmaltina
-49.2730555555556,-25.4277777777778,6306,PR,Curitiba
-50.4583333333333,-24.0325,3518,PR,Curiúva
-5.77,-24.9427777777778,7984,PR,Diamante d'Oeste
-52.8597222222222,-22.6563888888889,1490,PR,Diamante do Norte
-52.68,-25.0430555555556,4643,PR,Diamante do Sul
-5.55722222222222,-25.7336111111111,4032,PR,Dois Vizinhos
-53.2916666666667,-23.3808333333333,8669,PR,Douradina
-5.35972222222222,-23.5558333333333,8212,PR,Doutor Camargo
-49.4197222222222,-24.5680555555556,8694,PR,Doutor Ulysses
-5.66444444444444,-25.9422222222222,893,PR,Enéas Marques
-5.36916666666667,-23.7972222222222,7273,PR,Engenheiro Beltrão
-5.69527777777778,-24.7044444444444,3687,PR,Entre Rios do Oeste
-53.8108333333333,-23.7238888888889,4894,PR,Esperança Nova
-5.41888888888889,-25.4244444444444,5830,PR,Espigão Alto do Iguaçu
-52.6233333333333,-24.0997222222222,2774,PR,Farol
-51.3194444444444,-24.0002777777778,9438,PR,Faxinal
-49.3080555555556,-25.6575,1935,PR,Fazenda Rio Grande
-51.9791666666667,-23.9161111111111,3337,PR,Fênix
-50.5475,-25.4133333333333,3386,PR,Fernandes Pinheiro
-50.4030555555556,-23.8491666666667,9802,PR,Figueira
-53.3036111111111,-26.2602777777778,9711,PR,Flor da Serra do Sul
-52.3036111111111,-23.3169444444444,1860,PR,Floraí
-5.41444444444444,-23.5988888888889,1794,PR,Floresta
-51.3872222222222,-22.8633333333333,9382,PR,Florestópolis
-51.9536111111111,-23.0872222222222,232,PR,Flórida
-53.3125,-24.2927777777778,266,PR,Formosa do Oeste
-54.5880555555556,-25.5477777777778,7571,PR,Foz do Iguaçu
-5.43611111111111,-25.6416666666667,1314,PR,Foz do Jordão
-53.8477777777778,-24.0658333333333,6696,PR,Francisco Alves
-5555,-26.0811111111111,6072,PR,Francisco Beltrão
-51.3155555555556,-26.4275,5967,PR,General Carneiro
-51.9241666666667,-24.1766666666667,4191,PR,Godoy Moreira
-5.5275,-24.1847222222222,2288,PR,Goioerê
-51.9925,-25.1947222222222,3409,PR,Goioxim
-51.5063888888889,-24.1463888888889,1312,PR,Grandes Rios
-54.2558333333333,-24.08,1830,PR,Guaíra
-5405,-22.9344444444444,3676,PR,Guairaçá
-50.8047222222222,-25.1913888888889,5797,PR,Guamiranga
-5.03972222222222,-23.5161111111111,6361,PR,Guapirama
-52.7786111111111,-23.3430555555556,4420,PR,Guaporema
-51.6497222222222,-22.9730555555556,2326,PR,Guaraci
-52.8780555555556,-0.434166666666667,3183,PR,Guaraniaçu
-51.4580555555556,-25.3952777777778,2225,PR,Guarapuava
-48.3288888888889,-25.3066666666667,4531,PR,Guaraqueçaba
-48.5747222222222,-25.8827777777778,2929,PR,Guaratuba
-52.3869444444444,-3.14111111111111,5674,PR,Honório Serpa
-50.1877777777778,-23.8486111111111,4987,PR,Ibaiti
-5.51222222222222,-25.1063888888889,8439,PR,Ibema
-5.21472222222222,-23.2691666666667,63,PR,Ibiporã
-53.6138888888889,-23.3955555555556,385,PR,Icaraíma
-51.8275,-23.1969444444444,2295,PR,Iguaraçu
-0.906944444444444,-24.6441666666667,2208,PR,Iguatu
-50.7608333333333,-24445,5125,PR,Imbaú
-50.6044444444444,-25.23,2649,PR,Imbituva
-5.24555555555556,-25.5711111111111,5498,PR,Inácio Martins
-52.1980555555556,-22.7491666666667,1474,PR,Inajá
-52.6961111111111,-23.4763888888889,1880,PR,Indianópolis
-5.06472222222222,-25.0238888888889,1945,PR,Ipiranga
-53.7041666666667,-24.0030555555556,9215,PR,Iporã
-53.3547222222222,-24.4283333333333,4426,PR,Iracema do Oeste
-5.07611111111111,-25.4672222222222,7024,PR,Irati
-5.43916666666667,-24.4238888888889,8143,PR,Iretama
-51.9661111111111,-22.6180555555556,7192,PR,Itaguajé
-5.70777777777778,-25.1372222222222,5269,PR,Itaipulândia
-50.4063888888889,-23.0177777777778,6074,PR,Itambaracá
-51.9902777777778,-23.6611111111111,7369,PR,Itambé
-52.8163888888889,-25.9652777777778,6248,PR,Itapejara d'Oeste
-49.3477777777778,-25.22,2684,PR,Itaperuçu
-52.8872222222222,-22.7305555555556,3498,PR,Itaúna do Sul
-50.8588888888889,-25.0108333333333,6025,PR,Ivaí
-5.2375,-24.2477777777778,5746,PR,Ivaiporã
-5.54138888888889,-23.4091666666667,7339,PR,Ivaté
-52.2213888888889,-23.6186111111111,5986,PR,Ivatuba
-5.07583333333333,-23.7433333333333,3621,PR,Jaboti
-49.9694444444444,-23.1605555555556,1366,PR,Jacarezinho
-51.5319444444444,-23.1127777777778,6930,PR,Jaguapitã
-49.7058333333333,-24.2511111111111,3335,PR,Jaguariaíva
-51.6433333333333,-23.6030555555556,4516,PR,Jandaia do Sul
-52.7816666666667,-24.1419444444444,1986,PR,Janiópolis
-5.13861111111111,-23.8130555555556,2761,PR,Japira
-52.5533333333333,-23.47,8840,PR,Japurá
-51.6922222222222,-24.1791666666667,4263,PR,Jardim Alegre
-5.36972222222222,-22.5497222222222,7278,PR,Jardim Olinda
-50.98,-23.2541666666667,5860,PR,Jataizinho
-53.3875,-24385,6496,PR,Jesuítas
-49.9047222222222,-23.4994444444444,8255,PR,Joaquim Távora
-50.2475,-23.4366666666667,6072,PR,Jundiaí do Sul
-52.8430555555556,-24.4202777777778,9912,PR,Juranda
-52.4694444444444,-23.6213888888889,7887,PR,Jussara
-5.23472222222222,-23.8169444444444,1475,PR,Kaloré
-49.7158333333333,-25.7697222222222,7953,PR,Lapa
-52.4694444444444,-24.8866666666667,1243,PR,Laranjal
-52.4161111111111,-25.4077777777778,6085,PR,Laranjeiras do Sul
-5.08166666666667,-23.08,229,PR,Leópolis
-5.24416666666667,-24.1094444444444,8116,PR,Lidianópolis
-53.5761111111111,-25.26,9291,PR,Lindoeste
-5.63722222222222,-22.9230555555556,1497,PR,Loanda
-5.27,-23.0083333333333,8444,PR,Lobato
-5.32944444444444,-23.3102777777778,7039,PR,Londrina
-52.2758333333333,-24.2861111111111,6438,PR,Luiziana
-51.7375,-24.0794444444444,1770,PR,Lunardelli
-51.6572222222222,-22.7552777777778,1173,PR,Lupionópolis
-50.8211111111111,-25.8777777777778,1412,PR,Mallet
-52.53,-24.3194444444444,3299,PR,Mamborê
-5.42861111111111,-23.3472222222222,5522,PR,Mandaguaçu
-51.6708333333333,-23.5475,2261,PR,Mandaguari
-49.3261111111111,-25.7788888888889,6264,PR,Mandirituba
-53.3108333333333,-26.1444444444444,265,PR,Manfrinópolis
-52.1755555555556,-25.9411111111111,2834,PR,Mangueirinha
-5.23444444444444,-24.5163888888889,6912,PR,Manoel Ribas
-5.72333333333333,-24.5561111111111,8888,PR,Marechal Cândido Rondon
-53205,-23.6163888888889,8480,PR,Maria Helena
-51.7916666666667,-23485,6349,PR,Marialva
-51.3077777777778,-23.7447222222222,1971,PR,Marilândia do Sul
-5.54,-22.7358333333333,9517,PR,Marilena
-5.64611111111111,-24.0022222222222,2841,PR,Mariluz
-51.9386111111111,-23.4252777777778,5478,PR,Maringá
-52.5586111111111,-26.3547222222222,5581,PR,Mariópolis
-53.83,-24.4183333333333,5715,PR,Maripá
-5.52611111111111,-26.1494444444444,1609,PR,Marmeleiro
-52.2541666666667,-25.1133333333333,8318,PR,Marquinho
-51.6394444444444,-23.7061111111111,1222,PR,Marumbi
-53.9963888888889,-25.2408333333333,5073,PR,Matelândia
-48.5427777777778,-25.8175,2833,PR,Matinhos
-5.47944444444444,-24.7052777777778,6643,PR,Mato Rico
-51.2294444444444,-23.9013888888889,5410,PR,Mauá da Serra
-5.76055555555556,-25.2952777777778,3344,PR,Medianeira
-5.82833333333333,-24.4538888888889,8867,PR,Mercedes
-52.7763888888889,-23.2575,9717,PR,Mirador
-5.22638888888889,-22.9661111111111,9492,PR,Miraselva
-54.2475,-25.0919444444444,9007,PR,Missal
-5.50694444444444,-24.0622222222222,7616,PR,Moreira Sales
-5.41777777777778,-25.4769444444444,3212,PR,Morretes
-51.7738888888889,-23.1480555555556,4360,PR,Munhoz de Melo
-51.7944444444444,-22.9136111111111,4111,PR,Nossa Senhora das Graças
-5.40194444444444,-23.1766666666667,961,PR,Nova Aliança do Ivaí
-5.07583333333333,-23.3305555555556,3180,PR,Nova América da Colina
-53.2555555555556,-24.5294444444444,7002,PR,Nova Aurora
-52.5694444444444,-24.6730555555556,4939,PR,Nova Cantu
-52.2047222222222,-23.1836111111111,1576,PR,Nova Esperança
-53.2625,-25.9072222222222,539,PR,Nova Esperança do Sudoeste
-50.5638888888889,-23.4322222222222,9450,PR,Nova Fátima
-52.5413888888889,-25.3069444444444,4814,PR,Nova Laranjeiras
-5.44333333333333,-22.7658333333333,8921,PR,Nova Londrina
-5.58861111111111,-23.4719444444444,406,PR,Nova Olímpia
-53.3466666666667,-25.6325,6872,PR,Nova Prata do Iguaçu
-5.06583333333333,-2.56583333333333,6415,PR,Nova Santa Bárbara
-53.9533333333333,-24.4663888888889,5064,PR,Nova Santa Rosa
-51.9452777777778,-24.4380555555556,2738,PR,Nova Tebas
-51.5069444444444,-23.7638888888889,6932,PR,Novo Itacolomi
-50.9494444444444,-24.2083333333333,1645,PR,Ortigueira
-52.1988888888889,-23405,2907,PR,Ourizona
-5.59611111111111,-24.7738888888889,139,PR,Ouro Verde do Oeste
-5.38194444444444,-23.4575,5375,PR,Paiçandu
-51.9905555555556,-26.4841666666667,541,PR,Palmas
-5.00638888888889,-25.4294444444444,8382,PR,Palmeira
-52.2027777777778,-24.8930555555556,6804,PR,Palmital
-53.84,-24.2838888888889,1129,PR,Palotina
-5.40222222222222,-23.2808333333333,3586,PR,Paraíso do Norte
-0.892777777777778,-22.93,1896,PR,Paranacity
-48.5091666666667,-25.52,4713,PR,Paranaguá
-5.43111111111111,-22.6336111111111,2820,PR,Paranapoema
-52.4652777777778,-23.0730555555556,5302,PR,Paranavaí
-54.2247222222222,-24.6263888888889,3723,PR,Pato Bragado
-52.6705555555556,-26.2286111111111,2589,PR,Pato Branco
-50.9380555555556,-26.2083333333333,4537,PR,Paula Freitas
-5.08583333333333,-26.0397222222222,8829,PR,Paulo Frontin
-52.3430555555556,-23.9127777777778,9740,PR,Peabiru
-53.4097222222222,-23.8961111111111,1145,PR,Perobal
-5.56972222222222,-23.8047222222222,7962,PR,Pérola
-53.74,-25.8241666666667,9978,PR,Pérola d'Oeste
-49.4291666666667,-26.0980555555556,4346,PR,Piên
-49.1925,-25.4447222222222,6119,PR,Pinhais
-53.4830555555556,-3.03027777777778,8366,PR,Pinhal de São Bento
-5.05583333333333,-23.7925,3277,PR,Pinhalão
-51.6597222222222,-25.6955555555556,8831,PR,Pinhão
-49.9486111111111,-24.5261111111111,9356,PR,Piraí do Sul
-5.56333333333333,-25.4416666666667,1721,PR,Piraquara
-51.7613888888889,-24.7572222222222,6960,PR,Pitanga
-5.23277777777778,-23.2305555555556,1173,PR,Pitangueiras
-52.9138888888889,-23.0066666666667,6283,PR,Planaltina do Paraná
-53.7661111111111,-25.7161111111111,6961,PR,Planalto
-5.16194444444444,-25095,8636,PR,Ponta Grossa
-48.5111111111111,-25.6736111111111,4424,PR,Pontal do Paraná
-51.3791666666667,-22.7558333333333,9026,PR,Porecatu
-49.8902777777778,-25.5447222222222,6799,PR,Porto Amazonas
-52.4083333333333,-25.5472222222222,2477,PR,Porto Barreiro
-5.53361111111111,-22.7722222222222,885,PR,Porto Rico
-51.2316666666667,-26.1611111111111,5712,PR,Porto Vitória
-51.4422222222222,-23.0394444444444,9498,PR,Prado Ferreira
-53.7402777777778,-26.0197222222222,1474,PR,Pranchita
-0.893333333333333,-23.2780555555556,3750,PR,Presidente Castelo Branco
-5195,-22.8505555555556,8490,PR,Primeiro de Maio
-50.9777777777778,-25.2130555555556,5948,PR,Prudentópolis
-5.57638888888889,-24.2794444444444,7801,PR,Quarto Centenário
-49.9136111111111,-23.5672222222222,3441,PR,Quatiguá
-5.57694444444444,-25.3655555555556,4126,PR,Quatro Barras
-53.9769444444444,-24575,7548,PR,Quatro Pontes
-52.9080555555556,-25.4497222222222,5411,PR,Quedas do Iguaçu
-5.55944444444444,-23.0836111111111,2434,PR,Querência do Norte
-5.46305555555556,-2.58833333333333,2539,PR,Quinta do Sol
-49.4977777777778,-25.8725,8297,PR,Quitandinha
-5.69194444444444,-25.1202777777778,7297,PR,Ramilândia
-50.9130555555556,-23.07,1641,PR,Rancho Alegre
-52.9544444444444,-24.3066666666667,7429,PR,Rancho Alegre d'Oeste
-53.5325,-25.7688888888889,5598,PR,Realeza
-50.6927777777778,-25.6205555555556,4364,PR,Rebouças
-5.44111111111111,-26.1580555555556,5374,PR,Renascença
-5.08666666666667,-24.6502777777778,4277,PR,Reserva
-5.36138888888889,-25.8388888888889,8504,PR,Reserva do Iguaçu
-49.7580555555556,-23.1941666666667,6608,PR,Ribeirão Claro
-50.3566666666667,-23.4075,4931,PR,Ribeirão do Pinhal
-50.7963888888889,-25.7327777777778,9160,PR,Rio Azul
-51.4105555555556,-23.7622222222222,9726,PR,Rio Bom
-52.5258333333333,-25.4905555555556,5317,PR,Rio Bonito do Iguaçu
-51.3125,-24.3241666666667,8836,PR,Rio Branco do Ivaí
-49.3141666666667,-25.19,9614,PR,Rio Branco do Sul
-49.7975,-26.1058333333333,7274,PR,Rio Negro
-5.20805555555556,-23.3097222222222,1504,PR,Rolândia
-52275,-24.6027777777778,2375,PR,Roncador
-52.7613888888889,-23.4108333333333,3355,PR,Rondon
-51.2747222222222,-24.2783333333333,5446,PR,Rosário do Ivaí
-5.2275,-23.3175,2948,PR,Sabáudia
-53.3613888888889,-26.1702777777778,2686,PR,Salgado Filho
-49.6258333333333,-2.56805555555556,7590,PR,Salto do Itararé
-53.3086111111111,-2.92,8468,PR,Salto do Lontra
-50.4241666666667,-23.2658333333333,2148,PR,Santa Amélia
-5.08638888888889,-23.5172222222222,9571,PR,Santa Cecília do Pavão
-53.2972222222222,-22.9533333333333,8271,PR,Santa Cruz de Monte Castelo
-51.8052777777778,-23.0375,5909,PR,Santa Fé
-54.3327777777778,-24.8602777777778,4400,PR,Santa Helena
-5.26361111111111,-22.6375,7778,PR,Santa Inês
-53.1966666666667,-2.50277777777778,7796,PR,Santa Isabel do Ivaí
-5.55944444444444,-25.8211111111111,6659,PR,Santa Izabel do Oeste
-53.5658333333333,-25.4069444444444,6500,PR,Santa Lúcia
-51.8625,-24.9391666666667,4242,PR,Santa Maria do Oeste
-5.05472222222222,-23.1508333333333,6856,PR,Santa Mariana
-5.60861111111111,-23.1083333333333,8883,PR,Santa Mônica
-53.6330555555556,-25.0522222222222,7992,PR,Santa Tereza do Oeste
-54.4880555555556,-25.3622222222222,9271,PR,Santa Terezinha de Itaipu
-49.6291666666667,-23755,8089,PR,Santana do Itararé
-5.07722222222222,-23295,7844,PR,Santo Antônio da Platina
-52.3422222222222,-2.4125,8941,PR,Santo Antônio do Caiuá
-50.6455555555556,-23.4936111111111,8970,PR,Santo Antônio do Paraíso
-53.7252777777778,-26.0736111111111,3803,PR,Santo Antônio do Sudoeste
-51.7938888888889,-22.6977777777778,9639,PR,Santo Inácio
-52.4758333333333,-23.3152777777778,1028,PR,São Carlos do Ivaí
-50.7411111111111,-23.7275,5772,PR,São Jerônimo da Serra
-52.7252777777778,-25.8277777777778,7352,PR,São João
-52.3369444444444,-2.42138888888889,7648,PR,São João do Caiuá
-5.25972222222222,-23.98,2050,PR,São João do Ivaí
-50.2972222222222,-2.90277777777778,6441,PR,São João do Triunfo
-5.43222222222222,-25.7055555555556,4869,PR,São Jorge d'Oeste
-52.2930555555556,-23.4327777777778,1722,PR,São Jorge do Ivaí
-53.8788888888889,-23.7619444444444,9388,PR,São Jorge do Patrocínio
-5.57722222222222,-23.9158333333333,9469,PR,São José da Boa Vista
-5.73027777777778,-24.8375,6809,PR,São José das Palmeiras
-49.2063888888889,-25.5347222222222,7172,PR,São José dos Pinhais
-52.6438888888889,-23.4033333333333,8113,PR,São Manoel do Paraná
-50.3827777777778,-25.8741666666667,2220,PR,São Mateus do Sul
-54.2377777777778,-25.3480555555556,6999,PR,São Miguel do Iguaçu
-53.8552777777778,-24.9355555555556,1293,PR,São Pedro do Iguaçu
-51.8563888888889,-23.8652777777778,5772,PR,São Pedro do Ivaí
-53.22,-22.8238888888889,8401,PR,São Pedro do Paraná
-50.7611111111111,-23.4652777777778,1039,PR,São Sebastião da Amoreira
-52.5908333333333,-23.5377777777778,4388,PR,São Tomé
-50.5802777777778,-23.9108333333333,9917,PR,Sapopema
-51.8738888888889,-23.4436111111111,6568,PR,Sarandi
-5405,-25.6944444444444,2659,PR,Saudade do Iguaçu
-49.4636111111111,-24.1127777777778,4849,PR,Sengés
-0.91,-25.38,2363,PR,Serranópolis do Iguaçu
-50.8383333333333,-23.0369444444444,5273,PR,Sertaneja
-5.20305555555556,-23.0586111111111,4470,PR,Sertanópolis
-5.58388888888889,-23.6888888888889,1846,PR,Siqueira Campos
-52.7222222222222,-25.7019444444444,2244,PR,Sulina
-5.26388888888889,-23.7233333333333,2742,PR,Tamarana
-5.39083333333333,-23.2002777777778,4756,PR,Tamboara
-52.8733333333333,-23.7330555555556,8624,PR,Tapejara
-0.895833333333333,-23.3227777777778,8086,PR,Tapira
-50.4605555555556,-25.3683333333333,9867,PR,Teixeira Soares
-50.6155555555556,-24.3238888888889,9721,PR,Telêmaco Borba
